CustomerID;Region;Sales;Discount;Date;ProductID;Quantity;Return;CustomerType;SalesChannel;PaymentMethod;SatisfactionScore;ProductCategory;Столбец5;Столбец1;Month2;Столбец2;Столбец3;Столбец4
1025;West;23558.07439044445;;2024-09-22 08:04:19.459459456;163;25;0;New;Online;Cash;6;Health & Beauty;22.09.2024 8:04;45557,33633;1900-01;0;;
1026;South;14376.789540810654;15.0;2024-03-14 17:52:25.945945944;161;21;0;VIP;Direct;Cash;5;Health & Beauty;14.03.2024 17:52;45365,74473;1900-01;0;;
1027;South;12329.429146321889;;2023-12-18 06:01:48.108108108;153;65;0;Returning;Online;Cash;4;Health & Beauty;18.12.2023 6:01;45278,25125;1900-01;0;;
1028;South;26388.384109492545;5.0;2023-04-17 15:39:49.189189188;108;63;0;VIP;Direct;Cash;4;Home & Kitchen;17.04.2023 15:39;45033,65265;1900-01;0;;
1029;West;21661.57005989796;5.0;2023-01-27 04:25:13.513513513;187;89;0;New;Direct;Cash;6;Sports;27.01.2023 4:25;44953,18418;1900-01;0;;
1030;West;16257.567317217232;;2024-07-14 17:23:36.216216216;136;51;0;New;In-Store;Bank Transfer;4;Sports;14.07.2024 17:23;45487,72472;1900-01;0;;
1031;North;27755.759877612614;5.0;2023-03-07 18:42:52.972972973;148;36;0;Returning;In-Store;Bank Transfer;5;Health & Beauty;07.03.2023 18:42;44992,77977;1900-01;0;;
1032;North;20578.373171464293;;2024-06-23 00:15:51.351351352;140;81;0;New;Direct;Cash;6;Clothing;23.06.2024 0:15;45466,01101;1900-01;0;;
1033;West;25896.48592031913;10.0;2023-05-10 15:26:50.810810810;116;88;0;New;In-Store;Cash;5;Home & Kitchen;10.05.2023 15:26;45056,64363;1900-01;0;;
1034;South;0;15.0;2023-11-28 10:52:58.378378376;187;66;0;Returning;Online;Bank Transfer;7;Sports;28.11.2023 10:52;45258,45345;1900-01;0;;
1035;South;30303.739624409936;10.0;2024-09-14 00:49:00.540540536;120;15;0;VIP;In-Store;Bank Transfer;9;Health & Beauty;14.09.2024 0:49;45549,03403;1900-01;0;;
1036;North;28776.70421221602;;2023-06-29 10:58:44.324324324;150;96;0;Returning;In-Store;Bank Transfer;10;Home & Kitchen;29.06.2023 10:58;45106,45745;1900-01;0;;
1037;West;18755.179257604632;15.0;2024-08-02 05:53:09.189189184;158;39;0;VIP;Online;Cash;7;Clothing;02.08.2024 5:53;45506,24524;1900-01;0;;
1038;North;24857.854754771775;;2023-01-27 19:44:51.891891892;138;70;0;Returning;In-Store;Credit Card;7;Health & Beauty;27.01.2023 19:44;44953,82281;1900-01;0;;
1039;North;23226.879747925737;15.0;2024-08-27 03:39:05.945945944;154;1;0;VIP;Direct;Credit Card;4;Electronics;27.08.2024 3:39;45531,15214;1900-01;0;;
1040;East;26843.157787661745;15.0;2023-03-11 14:40:43.243243243;140;23;0;Returning;Online;Credit Card;1;Books;11.03.2023 14:40;44996,61161;1900-01;0;;
1041;East;15175.382697099478;15.0;2024-09-21 16:44:41.081081080;138;39;0;VIP;Direct;Credit Card;8;Clothing;21.09.2024 16:44;45556,6977;1900-01;0;;
1042;East;23430.257299992198;15.0;2023-05-14 11:24:41.081081080;112;57;1;Returning;Online;Cash;4;Toys;14.05.2023 11:24;45060,47547;1900-01;0;;
1043;South;25292.12243424794;;2024-04-22 16:50:27.027027024;163;81;1;VIP;Direct;Credit Card;1;Toys;22.04.2024 16:50;45404,7017;1900-01;0;;
1044;West;11206.302567884428;15.0;2024-07-07 16:47:34.054054048;110;34;0;Returning;Direct;Bank Transfer;5;Clothing;07.07.2024 16:47;45480,6997;1900-01;0;;
1045;West;0;15.0;2024-06-14 01:40:54.054054048;118;41;0;New;In-Store;Bank Transfer;8;Toys;14.06.2024 1:40;45457,07007;1900-01;0;;
1046;West;9803.839111199497;10.0;2023-01-31 15:42:42.162162162;110;93;0;VIP;Direct;Credit Card;4;Sports;31.01.2023 15:42;44957,65465;1900-01;0;;
1047;West;18652.96582777721;5.0;2023-03-14 19:18:55.135135135;176;73;0;Returning;In-Store;Bank Transfer;8;Clothing;14.03.2023 19:18;44999,8048;1900-01;0;;
1048;East;23587.711278979812;5.0;2023-04-09 08:24:30.270270270;145;13;0;VIP;Online;Cash;8;Electronics;09.04.2023 8:24;45025,35035;1900-01;0;;
1049;South;27511.78526048014;10.0;2024-02-18 20:06:29.189189188;144;70;0;VIP;Direct;Credit Card;3;Clothing;18.02.2024 20:06;45340,83784;1900-01;0;;
1050;South;20370.473902098875;10.0;2023-11-17 14:19:05.945945944;100;6;0;Returning;Direct;Credit Card;9;Health & Beauty;17.11.2023 14:19;45247,59659;1900-01;0;;
1051;East;28143.07772785646;;2024-03-08 23:55:40.540540536;139;84;0;VIP;Online;Cash;3;Health & Beauty;08.03.2024 23:55;45359,99699;1900-01;0;;
1052;South;13099.492708925543;;2024-06-15 08:20:10.810810808;118;52;0;Returning;Online;Bank Transfer;1;Home & Kitchen;15.06.2024 8:20;45458,34734;1900-01;0;;
1053;East;11483.087803224227;;2024-03-29 10:24:08.648648648;175;3;0;New;Direct;Cash;2;Toys;29.03.2024 10:24;45380,43343;1900-01;0;;
1054;West;19722.261505516904;10.0;2024-09-21 01:25:02.702702696;171;81;0;VIP;Online;Cash;6;Books;21.09.2024 1:25;45556,05905;1900-01;0;;
1055;East;21920.327244696535;10.0;2023-02-14 16:54:46.486486486;171;63;0;New;In-Store;Bank Transfer;10;Toys;14.02.2023 16:54;44971,7047;1900-01;0;;
1056;West;19836.526259529535;15.0;2023-11-27 19:33:20.000000000;160;49;0;VIP;Online;Cash;2;Sports;27.11.2023 19:33;45257,81481;1900-01;0;;
1057;West;9662.789499800618;;2024-03-30 01:43:47.027027024;111;76;0;VIP;Online;Bank Transfer;6;Clothing;30.03.2024 1:43;45381,07207;1900-01;0;;
1058;North;0;;2023-08-02 22:39:16.756756756;160;47;0;VIP;Direct;Bank Transfer;1;Books;02.08.2023 22:39;45140,94394;1900-01;0;;
1059;East;13477.652497475734;;2023-02-12 03:36:12.972972973;132;55;0;Returning;In-Store;Cash;1;Books;12.02.2023 3:36;44969,15014;1900-01;0;;
1060;North;23348.362744150192;5.0;2023-11-11 05:02:42.162162160;144;64;0;New;Online;Bank Transfer;5;Toys;11.11.2023 5:02;45241,21021;1900-01;0;;
1061;East;21832.99123048424;15.0;2024-02-19 11:26:07.567567564;189;65;0;VIP;In-Store;Cash;10;Books;19.02.2024 11:26;45341,47647;1900-01;0;;
1062;East;15300.601068363223;;2024-04-25 21:28:38.918918920;191;81;0;Returning;In-Store;Bank Transfer;9;Books;25.04.2024 21:28;45407,89488;1900-01;0;;
1063;North;17430.665413316532;;2024-09-08 22:11:53.513513512;168;67;0;VIP;In-Store;Credit Card;8;Health & Beauty;08.09.2024 22:11;45543,92492;1900-01;0;;
1064;North;14703.932390555241;;2023-05-16 09:23:36.216216216;107;90;0;Returning;Direct;Bank Transfer;3;Electronics;16.05.2023 9:23;45062,39139;1900-01;0;;
1065;East;19686.60451363414;5.0;2023-04-25 22:55:08.108108108;124;15;0;VIP;Online;Bank Transfer;3;Clothing;25.04.2023 22:55;45041,95495;1900-01;0;;
1066;South;24775.71160250619;5.0;2024-05-03 13:24:19.459459456;190;32;0;New;Direct;Cash;1;Toys;03.05.2024 13:24;45415,55855;1900-01;0;;
1067;West;15071.369768322282;10.0;2024-01-26 20:19:27.567567564;145;96;0;New;Online;Bank Transfer;3;Health & Beauty;26.01.2024 20:19;45317,84684;1900-01;0;;
1068;North;22520.23257758922;15.0;2024-07-04 12:09:22.162162160;186;68;0;VIP;Online;Credit Card;1;Sports;04.07.2024 12:09;45477,5065;1900-01;0;;
1069;West;17348.711908137797;10.0;2024-01-17 21:44:30.270270268;129;18;0;Returning;Direct;Credit Card;8;Sports;17.01.2024 21:44;45308,9059;1900-01;0;;
1070;nan;16035.635838688278;15.0;2024-03-20 11:49:11.351351352;146;83;1;VIP;In-Store;Bank Transfer;1;Home & Kitchen;20.03.2024 11:49;45371,49249;1900-01;0;;
1071;South;19464.84820022721;5.0;2024-01-20 11:03:03.783783780;186;43;0;Returning;In-Store;Bank Transfer;5;Books;20.01.2024 11:03;45311,46045;1900-01;0;;
1072;South;14823.788387903129;;2023-06-07 17:50:59.459459458;148;35;0;VIP;Online;Credit Card;9;Books;07.06.2023 17:50;45084,74374;1900-01;0;;
1073;North;17231.75347326409;10.0;2023-05-17 00:43:14.594594594;146;78;0;Returning;Direct;Cash;7;Toys;17.05.2023 0:43;45063,03002;1900-01;0;;
1074;South;14010.610537055758;;2023-08-17 15:10:59.459459460;183;58;0;New;In-Store;Credit Card;4;Electronics;17.08.2023 15:10;45155,63263;1900-01;0;;
1075;North;29823.625664581945;10.0;2023-06-08 09:10:37.837837836;181;33;1;VIP;In-Store;Credit Card;9;Electronics;08.06.2023 9:10;45085,38237;1900-01;0;;
1076;South;20176.317759858644;5.0;2024-02-11 19:30:27.027027024;117;14;0;New;Online;Bank Transfer;9;Toys;11.02.2024 19:30;45333,81281;1900-01;0;;
1077;West;16501.372460037073;5.0;2024-08-11 19:47:44.864864864;165;34;0;New;Online;Bank Transfer;2;Toys;11.08.2024 19:47;45515,82481;1900-01;0;;
1078;West;21069.899553671108;5.0;2024-08-29 01:38:01.081081080;167;61;0;VIP;Direct;Credit Card;10;Health & Beauty;29.08.2024 1:38;45533,06807;1900-01;0;;
1079;nan;19438.35975154585;10.0;2024-07-16 00:02:52.972972968;193;4;0;VIP;Online;Cash;10;Sports;16.07.2024 0:02;45489,00199;1900-01;0;;
1080;West;18895.152002333885;15.0;2023-11-25 21:34:24.864864864;132;88;0;Returning;In-Store;Credit Card;6;Toys;25.11.2023 21:34;45255,89889;1900-01;0;;
1081;East;23070.833500217126;10.0;2023-02-25 13:28:38.918918919;135;59;0;Returning;In-Store;Credit Card;4;Sports;25.02.2023 13:28;44982,56155;1900-01;0;;
1082;West;23787.538550236524;15.0;2024-02-27 18:41:26.486486488;181;29;0;New;In-Store;Cash;8;Home & Kitchen;27.02.2024 18:41;45349,77877;1900-01;0;;
1083;North;17347.494261947362;10.0;2023-04-22 18:16:56.216216216;118;83;1;Returning;In-Store;Credit Card;7;Sports;22.04.2023 18:16;45038,76176;1900-01;0;;
1084;West;17120.9087967766;10.0;2024-04-06 02:19:49.189189184;127;6;0;Returning;Direct;Credit Card;7;Health & Beauty;06.04.2024 2:19;45388,09709;1900-01;0;;
1085;East;18624.74151424178;5.0;2023-09-29 10:06:50.810810808;139;97;0;VIP;Direct;Bank Transfer;10;Books;29.09.2023 10:06;45198,42141;1900-01;0;;
1086;East;8490.394176322076;;2024-05-06 18:02:31.351351352;183;49;0;Returning;Online;Cash;9;Books;06.05.2024 18:02;45418,75175;1900-01;0;;
1087;South;12424.044689007238;;2024-01-20 11:03:03.783783780;196;40;0;New;Online;Bank Transfer;5;Sports;20.01.2024 11:03;45311,46045;1900-01;0;;
1088;North;26834.371337222623;15.0;2024-05-06 18:02:31.351351352;175;83;0;Returning;Online;Bank Transfer;6;Books;06.05.2024 18:02;45418,75175;1900-01;0;;
1089;West;28224.83856750642;;2024-08-12 11:07:23.243243240;114;65;0;New;Direct;Cash;1;Books;12.08.2024 11:07;45516,46346;1900-01;0;;
1090;South;18754.81980221811;10.0;2024-03-24 07:47:01.621621616;140;69;0;VIP;In-Store;Cash;6;Clothing;24.03.2024 7:47;45375,32432;1900-01;0;;
1091;nan;22882.784815278832;10.0;2023-02-21 02:11:10.270270270;138;27;0;New;Online;Credit Card;2;Home & Kitchen;21.02.2023 2:11;44978,09109;1900-01;0;;
1092;West;21556.25077271768;5.0;2024-08-14 09:06:18.378378376;101;80;0;Returning;In-Store;Bank Transfer;6;Health & Beauty;14.08.2024 9:06;45518,37938;1900-01;0;;
1093;South;35394.40404227619;5.0;2023-03-29 11:50:37.837837837;162;6;1;VIP;Online;Cash;9;Health & Beauty;29.03.2023 11:50;45014,49348;1900-01;0;;
1094;South;25597.874557172883;;2023-10-03 21:24:19.459459456;128;13;0;Returning;Online;Bank Transfer;8;Books;03.10.2023 21:24;45202,89189;1900-01;0;;
1095;South;19360.412042596166;15.0;2023-10-27 12:30:59.459459456;173;64;0;VIP;Online;Bank Transfer;9;Electronics;27.10.2023 12:30;45226,52152;1900-01;0;;
1096;South;15222.297796997871;;2023-08-11 21:14:14.054054052;165;62;0;VIP;Online;Cash;10;Health & Beauty;11.08.2023 21:14;45149,88488;1900-01;0;;
1097;South;11967.768398712138;;2023-03-21 19:54:57.297297297;150;99;0;Returning;Online;Credit Card;8;Home & Kitchen;21.03.2023 19:54;45006,82983;1900-01;0;;
1098;West;21017.318179336115;;2024-07-16 00:02:52.972972968;174;19;0;Returning;In-Store;Bank Transfer;3;Toys;16.07.2024 0:02;45489,00199;1900-01;0;;
1099;South;16218.246273578483;;2024-08-07 23:49:54.594594592;176;76;0;VIP;Online;Cash;8;Home & Kitchen;07.08.2024 23:49;45511,99299;1900-01;0;;
1100;North;12888.731452011629;10.0;2024-07-07 16:47:34.054054048;109;80;0;VIP;In-Store;Credit Card;6;Books;07.07.2024 16:47;45480,6997;1900-01;0;;
1101;East;16767.13557878737;15.0;2023-07-16 16:49:00.540540540;113;43;0;Returning;Direct;Bank Transfer;6;Books;16.07.2023 16:49;45123,70069;1900-01;0;;
1102;South;14592.259981928026;10.0;2024-06-29 09:32:15.135135136;181;74;0;New;Online;Cash;6;Clothing;29.06.2024 9:32;45472,3974;1900-01;0;;
1103;nan;28435.708175362823;15.0;2023-05-27 05:57:28.648648648;150;89;0;Returning;In-Store;Bank Transfer;3;Sports;27.05.2023 5:57;45073,24824;1900-01;0;;
1104;West;24408.198784747252;5.0;2023-10-21 03:14:35.675675676;172;20;0;VIP;Direct;Cash;10;Health & Beauty;21.10.2023 3:14;45220,13513;1900-01;0;;
1105;South;19960.136793416914;;2023-08-08 16:36:02.162162160;138;95;0;Returning;Direct;Cash;1;Sports;08.08.2023 16:36;45146,69169;1900-01;0;;
1106;South;27399.72069445013;10.0;2023-07-17 08:08:38.918918918;127;68;0;New;Direct;Bank Transfer;4;Sports;17.07.2023 8:08;45124,33933;1900-01;0;;
1107;South;20386.84153823809;15.0;2024-08-30 23:36:56.216216216;102;44;0;Returning;In-Store;Bank Transfer;10;Health & Beauty;30.08.2024 23:36;45534,98398;1900-01;0;;
1108;West;15693.578993358682;5.0;2023-01-13 03:13:09.189189189;183;23;0;VIP;Online;Cash;6;Health & Beauty;13.01.2023 3:13;44939,13413;1900-01;0;;
1109;South;27615.620386348288;5.0;2024-07-16 00:02:52.972972968;169;2;0;Returning;Online;Credit Card;10;Books;16.07.2024 0:02;45489,00199;1900-01;0;;
1110;East;22694.550218423294;;2023-12-24 15:18:11.891891888;126;22;0;VIP;In-Store;Bank Transfer;2;Health & Beauty;24.12.2023 15:18;45284,63763;1900-01;0;;
1111;West;14813.769228367717;15.0;2024-02-17 13:27:12.432432432;101;57;0;VIP;Online;Cash;7;Electronics;17.02.2024 13:27;45339,56056;1900-01;0;;
1112;East;19048.30660958196;10.0;2023-12-11 20:45:24.324324324;192;72;0;Returning;In-Store;Cash;7;Electronics;11.12.2023 20:45;45271,86486;1900-01;0;;
1113;West;15621.908733076214;;2023-12-23 23:58:33.513513512;137;7;0;VIP;Online;Credit Card;4;Toys;23.12.2023 23:58;45283,99899;1900-01;0;;
1114;South;13086.00134517832;10.0;2023-10-31 23:48:28.108108108;102;78;0;VIP;Direct;Credit Card;4;Health & Beauty;31.10.2023 23:48;45230,99199;1900-01;0;;
1115;East;24630.887737658206;5.0;2023-06-21 03:43:25.405405404;115;56;0;New;Online;Credit Card;1;Clothing;21.06.2023 3:43;45098,15515;1900-01;0;;
1116;West;29547.083202350652;10.0;2023-01-02 06:39:16.756756756;193;67;0;New;In-Store;Bank Transfer;2;Toys;02.01.2023 6:39;44928,27727;1900-01;0;;
1117;North;13007.162130904293;10.0;2024-05-06 02:42:52.972972968;139;16;0;New;In-Store;Cash;9;Books;06.05.2024 2:42;45418,1131;1900-01;0;;
1118;South;22814.846183452853;;2023-01-10 13:54:35.675675675;101;83;0;New;Direct;Cash;10;Health & Beauty;10.01.2023 13:54;44936,57957;1900-01;0;;
1119;West;16746.787154390866;10.0;2024-01-22 09:01:58.918918916;180;51;0;VIP;In-Store;Cash;8;Electronics;22.01.2024 9:01;45313,37637;1900-01;0;;
1120;North;17564.37308117652;;2023-08-16 23:51:21.081081080;140;82;1;Returning;Online;Credit Card;8;Clothing;16.08.2023 23:51;45154,99399;1900-01;0;;
1121;West;17038.030378805655;5.0;2024-02-16 22:07:34.054054052;111;80;0;VIP;Online;Cash;9;Toys;16.02.2024 22:07;45338,92192;1900-01;0;;
1122;North;15680.04615160092;;2024-06-02 13:47:23.243243240;134;72;0;VIP;Direct;Bank Transfer;7;Clothing;02.06.2024 13:47;45445,57457;1900-01;0;;
1123;South;20242.608139724136;;2024-06-19 04:18:01.081081080;164;97;0;VIP;In-Store;Credit Card;9;Health & Beauty;19.06.2024 4:18;45462,17918;1900-01;0;;
1124;East;15845.249417944811;15.0;2023-03-26 07:12:25.945945946;154;12;0;Returning;Direct;Credit Card;10;Home & Kitchen;26.03.2023 7:12;45011,30029;1900-01;0;;
1125;North;21352.284128899195;10.0;2023-07-18 14:47:55.675675674;144;53;0;New;Online;Credit Card;2;Clothing;18.07.2023 14:47;45125,61661;1900-01;0;;
1126;nan;19748.809452754314;5.0;2024-09-08 22:11:53.513513512;178;75;0;VIP;Direct;Credit Card;6;Clothing;08.09.2024 22:11;45543,92492;1900-01;0;;
1127;South;18805.25976566795;;2023-11-04 04:26:40.000000000;189;5;0;VIP;In-Store;Bank Transfer;3;Books;04.11.2023 4:26;45234,18519;1900-01;0;;
1128;North;15462.18168979201;5.0;2024-07-24 22:37:50.270270264;184;27;0;New;Direct;Cash;6;Electronics;24.07.2024 22:37;45497,94294;1900-01;0;;
1129;West;17116.143347158337;15.0;2023-12-13 18:44:19.459459456;161;12;0;VIP;In-Store;Bank Transfer;3;Health & Beauty;13.12.2023 18:44;45273,78078;1900-01;0;;
1130;West;0;10.0;2023-07-14 03:30:27.027027026;148;17;1;Returning;In-Store;Cash;8;Clothing;14.07.2023 3:30;45121,14615;1900-01;0;;
1131;West;22504.585938121905;;2023-06-21 03:43:25.405405404;194;6;0;VIP;Online;Bank Transfer;4;Health & Beauty;21.06.2023 3:43;45098,15515;1900-01;0;;
1132;North;15112.223776007246;10.0;2023-09-21 18:11:10.270270268;124;97;1;VIP;Online;Credit Card;10;Electronics;21.09.2023 18:11;45190,75775;1900-01;0;;
1133;North;20496.66152714613;15.0;2023-01-16 07:51:21.081081081;122;5;0;New;Online;Credit Card;6;Books;16.01.2023 7:51;44942,32733;1900-01;0;;
1134;North;23756.935616858944;15.0;2024-09-17 20:46:50.810810808;123;57;0;VIP;In-Store;Bank Transfer;9;Health & Beauty;17.09.2024 20:46;45552,86586;1900-01;0;;
1135;East;11652.973594393141;5.0;2023-07-21 04:06:29.189189188;137;28;0;VIP;Direct;Bank Transfer;2;Sports;21.07.2023 4:06;45128,17117;1900-01;0;;
1136;North;22716.800961899677;;2023-12-31 00:34:35.675675672;127;78;0;Returning;In-Store;Cash;2;Electronics;31.12.2023 0:34;45291,02402;1900-01;0;;
1137;North;16686.881205270765;5.0;2024-04-07 08:59:05.945945944;120;69;0;New;Online;Bank Transfer;7;Electronics;07.04.2024 8:59;45389,37436;1900-01;0;;
1138;North;22852.993342965798;15.0;2024-03-01 23:19:38.378378376;153;59;1;New;Online;Bank Transfer;2;Toys;01.03.2024 23:19;45352,97197;1900-01;0;;
1139;East;16183.704217287415;10.0;2024-06-10 21:02:42.162162160;117;33;0;Returning;Direct;Cash;2;Books;10.06.2024 21:02;45453,87688;1900-01;0;;
1140;North;10975.589496677405;5.0;2023-06-25 15:00:54.054054054;135;62;0;VIP;Online;Cash;4;Books;25.06.2023 15:00;45102,62563;1900-01;0;;
1141;West;11862.287810584186;5.0;2024-08-16 07:05:13.513513512;198;50;0;New;Online;Cash;9;Sports;16.08.2024 7:05;45520,29529;1900-01;0;;
1142;North;20240.42473330691;10.0;2023-09-05 19:00:10.810810808;144;19;0;New;Online;Bank Transfer;8;Health & Beauty;05.09.2023 19:00;45174,79178;1900-01;0;;
1143;West;21298.61250860741;5.0;2024-04-05 11:00:10.810810808;172;86;1;VIP;Direct;Cash;2;Home & Kitchen;05.04.2024 11:00;45387,45845;1900-01;0;;
1144;West;15478.416874477956;10.0;2023-10-10 22:00:21.621621620;152;69;0;VIP;In-Store;Credit Card;8;Sports;10.10.2023 22:00;45209,91691;1900-01;0;;
1145;West;23192.96229388687;;2024-09-29 08:40:21.621621616;129;66;0;New;Online;Credit Card;4;Toys;29.09.2024 8:40;45564,36135;1900-01;0;;
1146;East;11692.399688655201;10.0;2023-09-30 01:26:29.189189188;159;94;0;VIP;Direct;Credit Card;2;Books;30.09.2023 1:26;45199,06006;1900-01;0;;
1147;East;19669.601006763416;;2023-02-05 18:19:49.189189189;197;47;0;New;Online;Bank Transfer;10;Electronics;05.02.2023 18:19;44962,76376;1900-01;0;;
1148;East;13944.919001187716;10.0;2024-03-20 11:49:11.351351352;131;39;1;VIP;Direct;Credit Card;7;Books;20.03.2024 11:49;45371,49249;1900-01;0;;
1149;North;16740.819460989205;15.0;2024-09-11 11:30:27.027027024;166;68;0;VIP;Online;Bank Transfer;6;Sports;11.09.2024 11:30;45546,47948;1900-01;0;;
1150;West;0;15.0;2023-12-27 19:56:23.783783780;166;33;0;Returning;Direct;Bank Transfer;10;Home & Kitchen;27.12.2023 19:56;45287,83082;1900-01;0;;
1151;nan;15697.933173580237;;2024-04-04 19:40:32.432432432;127;13;0;VIP;Online;Credit Card;5;Clothing;04.04.2024 19:40;45386,81981;1900-01;0;;
1152;East;18077.222278850873;;2023-08-23 09:07:44.864864864;143;84;0;Returning;In-Store;Cash;1;Clothing;23.08.2023 9:07;45161,38037;1900-01;0;;
1153;North;25031.464046072204;15.0;2024-08-23 07:41:15.675675672;178;54;0;VIP;Online;Bank Transfer;2;Books;23.08.2024 7:41;45527,32031;1900-01;0;;
1154;East;17115.540652384258;;2023-08-06 18:37:07.027027024;140;7;0;New;Direct;Credit Card;8;Books;06.08.2023 18:37;45144,77578;1900-01;0;;
1155;North;24178.460560325708;10.0;2024-05-28 11:10:16.216216216;162;79;0;New;Online;Bank Transfer;1;Toys;28.05.2024 11:10;45440,46546;1900-01;0;;
1156;South;14351.46572671191;10.0;2024-06-27 11:33:20.000000000;122;87;1;VIP;In-Store;Cash;3;Books;27.06.2024 11:33;45470,48148;1900-01;0;;
1157;East;22649.020889576415;15.0;2023-07-13 12:10:48.648648648;174;14;0;VIP;Online;Cash;2;Home & Kitchen;13.07.2023 12:10;45120,5075;1900-01;0;;
1158;South;0;5.0;2024-05-02 06:45:02.702702704;147;87;0;New;Direct;Credit Card;5;Books;02.05.2024 6:45;45414,28127;1900-01;0;;
1159;North;7641.777499363554;10.0;2023-08-27 05:05:35.135135132;131;19;1;VIP;Direct;Bank Transfer;4;Health & Beauty;27.08.2023 5:05;45165,21221;1900-01;0;;
1160;West;16015.523722647617;;2024-08-29 01:38:01.081081080;156;54;0;Returning;In-Store;Bank Transfer;7;Sports;29.08.2024 1:38;45533,06807;1900-01;0;;
1161;East;22885.3606359027;5.0;2024-06-04 11:46:18.378378376;199;93;0;Returning;Direct;Bank Transfer;5;Home & Kitchen;04.06.2024 11:46;45447,49049;1900-01;0;;
